"","Flow_CD3_CD4","CD4_stressed","CD4_Tcm","CD4_Tctl","CD4_Tfh","CD4_Th17","CD4_Tnaive","CD4_Tregs","total_cibersort_cd4","Sample"
"29",2.61437908496732e-05,0.00395390360130488,0,0.00551410206383449,0,0.00346103318025444,0.00766647824057221,0.000220808454674105,0.0208163255406401,"001-014"
"30",0.0191683267713448,0.00256297879029171,0.00860445826118776,0,0,0.0060683199890388,0.00751343289423641,0.0024835676280607,0.0272327575628154,"004-045"
"31",0.000420881600133116,0.00335500711891129,0.0135836467888747,0,0,0.00448126657811123,0.00666087027891631,0.00393146206302155,0.0320122528278351,"004-058"
"32",0.0155439776324379,9.76342342676634e-06,0.00055800351711812,0.000119187554999404,0,0.000351730045855801,0,0.000141843777654113,0.0011805283190542,"005-007"
"33",5.70409982174688e-05,0,0,0,0,0,0,0,0,"005-015"
"34",0.100371443865627,0.000514972320318441,0.00354503263133853,0.000439258476715261,0,0.00236976499075681,0.00213356678908027,0.000387516611242128,0.00939011181945144,"015-002"
"35",7.19512195121951e-05,0.0118753348935168,0.032148254264712,0.0260974921199729,0,0.0142134997899154,0.0495619512888378,0,0.133896532356955,"016-116"
"36",0.146595803899219,0.00505049057866315,0.0482360772295793,0.0403376628701143,0.0328760096159263,0.0332463502871289,0,0,0.159746590581412,"022-012"
"37",0.000329078014184397,0.00737084957504367,0.0206884485588473,0.0106102785278455,0,0.0108565421289033,0.0107898567755457,0,0.0603159755661854,"029-020"
"38",0.109715175647036,0.00262906128602514,0.0127927069349132,0,0,0.00584159155290728,0.0147035327820192,0.00430360905510362,0.0402705016109684,"048-016"
"39",0.226548876158925,0.0294839123633338,0.0595870226482656,0.0333676938062447,0,0.033351075375699,0.0276123562677816,0,0.183402060461325,"071-003"
"40",0.000191693290734824,0.00320097588323515,0.0167153451526863,0,0,0.00466419745815299,0.00674221074575876,0,0.0313227292398333,"071-009"
"41",0.00323462876050917,0,0,0,0,0,0,0,0,"091-006"
"42",0.0207833876221498,0.00578156365423458,0.0483909283373749,0,0.0320531053886618,0.0139345027565248,0.0191393644746268,0.00130989581434772,0.120609360425771,"091-010"
"43",0.00048,0,0,0,0,0,0,0,0,"091-018"
"44",0.12441471011121,0.000789029118008482,0.0186059442725784,0,0.00546306171378596,0.00798852811962125,0,0.00334223390312175,0.0361887971271158,"092-008"
"45",0.00130029243628697,0,0,0,0,0,0,0,0,"092-124"
"46",0.00150626492724018,0.00219600615840931,0.013370445830912,0.00402914097499545,0,0.00508543013731516,0.00482590750136232,0,0.0295069306029942,"803-029"
