Mixture	CD10	CD31	CD45	EPCAM	P-value	Correlation	RMSE
SRC524_T1	0.78602359560077	0.0312170104183895	0.182759393980841	0	0	0.825945372361589	0.814066930874713
SRC525_T1	0.893204728065442	0	0.106795271934558	0	0	0.621347332490109	1.25636293337554
SRC526_T1	0.709711337177174	0.0245618196591992	0.265726843163627	0	0	0.688578509934814	0.932212209196739
SRC527_T1	0.902037238509737	0.0483991516792405	0.0495636098110227	0	0	0.684616934929274	1.18828532816147
SRC528_T1	0.649982065580454	0.0575431875415501	0.292474746877996	0	0	0.608864516563239	0.971061486553579
SRC529_T1	0.717437568356906	0.13438961426901	0.148172817374084	0	0	0.639105492886876	1.01288823589566
SRC532_T1	0.834008633099543	0.0154688605485032	0.150522506351953	0	0	0.580472915227155	1.22625832139638
SRC533_T1	0.848410185983686	0.039329466492457	0.112260347523857	0	0	0.833535882897954	0.886298236197302
SRC534_T1	0.753587873625455	0.246412126374545	0	0	0	0.449325083291547	1.2888235497673
SRC535_T1	0.987067194894151	0	0.0129328051058493	0	0	0.781580372014194	1.17220281780955
SRC536_T1	0.985675358224634	0.0143246417753663	0	0	0	0.676619959329124	1.31965697514575
