"","DC_AREGhi","DC_CD1c","Inflammatory_Monocytes","M2_APOC1hi_APOEhihi","M2_SELENOPhi_SLC40A1hi","M2_TREM2hi_SPP1hi","Mastocytes","Monocytes_EREGhi","PMNs_Immunoregulatroy","PMNs_Proinflammatory","Flow_myeloid","total_cibersort_myeloid","Sample"
"36",0.027906707541865,0,0.0140830920371052,0.0471691746695923,0.0806020032657788,0,0.0221692910112874,0.00518367557703797,0.00710340497154186,0.021609395088137,0.443721090509072,0.225826744162346,"022-012"
"37",0.00321769990232644,0,0,0,0.074268107113424,0.000512402886121608,0.00558741378125263,0.0610483419645759,0.0218827420758631,0.0119110210880391,0.00710567375886525,0.178427728811603,"029-020"
"38",0.00818842342725791,0,0,0,0.0190152154842656,0.005867860365012,0.00370100166491557,0.0411708189829985,0.0113151106899244,0.00823623543380161,0.501244300301843,0.0974946660481756,"048-016"
"39",0,0,0,0.0561634240490512,0.157048954569672,0,0.00774770255031042,0.0707196615288548,0.0524797599058978,0.0245797113282908,0.437794188694872,0.368739213932077,"071-003"
"40",0.00761176149563856,0,0,0,0.0240312801514344,0.00179187297142867,0.00417386300171775,0.0259629059544532,0.0099614694595174,0.0076564492435568,0.00143769968051118,0.0811896022777468,"071-009"
"41",0,0,0,0,0,0,0,0,0,0,0.0403349427693554,0,"091-006"
"42",0.0690984615848762,0,0.0190839869047712,0,0.0927923340549443,0.0253175687151274,0.0161998031592365,0,0.0364739662704493,0.00692966201007405,0.0432410423452769,0.265895782699479,"091-010"
"43",0,0,0,0,0,0,0,0,0,0,0.320945,0,"091-018"
"44",0.0125392987238276,0,0.00255568151955899,0,0.0143912117999834,0.0112952170632569,0.00793996684319978,0.0133551701217338,0.00688211007699655,0.00194771668561316,0.422016541120152,0.0709063728341702,"092-008"
"45",0,0,0,0,0,0,0,0,0,0,0.0184967894173809,0,"092-124"
"46",0.00518368857779973,0,0,0,0.0149624471444761,0,0.00401245203764395,0.0211676129757432,0.00758517512366346,0.00463279435627269,0.0422837452348896,0.0575441702155991,"803-029"
