"","Flow_CD3_CD8","CD8_activated","CD8_exhausted","CD8_ISG","CD8_stressed","CD8_T_early_activation","CD8_T_em_cm","total_cibersort_cd8","Sample"
"36",0.0382924016911638,0.0387869838460767,0.026090350621242,0.0311858578647815,0.00516849864664121,0.0132281261576499,0.0249209593216362,0.139380776458027,"022-012"
"37",0.000214893617021277,0.0272961090516507,0.0102832028372912,0,0.00627795336872603,0.00888071257689608,0.00532931043505052,0.0580672882696146,"029-020"
"38",0.0794826921841886,0.00765054559566502,0.00674394334242206,0.00527451442043044,0.00406155869652771,0.00502811772598797,0.00251877801672044,0.0312774577977536,"048-016"
"39",0.233666919732211,0.0946289835548885,0.0270905806240421,0.0200108034175486,0.0215987014094392,0.0286587436457339,0.0545207879882025,0.246508600639855,"071-003"
"40",3.83386581469649e-05,0.00815842180731218,0.006733745229005,0.00277868680302607,0.00584699140000677,0.0045340813284242,0.00231048183989663,0.0303624084076708,"071-009"
"41",0.00841408650437249,0,0,0,0,0,0,0,"091-006"
"42",0.0200293159609121,0.0490523337796461,0.0323212218375938,0.00380052968233876,0.00736591665814424,0.0149381476932325,0.00771121271011435,0.11518936236107,"091-010"
"43",0.000342,0,0,0,0,0,0,0,"091-018"
"44",0.0451841698210491,0.00851441986590161,0.00838577169367925,0.00728530135016291,0.00507848860573676,0.00237341602329369,0.00470245576304388,0.0363398533018181,"092-008"
"45",0.000471420763753442,0,0,0,0,0,0,0,"092-124"
"46",0.00304863894520188,0.00751448502417717,0.00352498614638496,0,0.00329409201687938,0.00265877955940774,0.000734264615372971,0.0177266073622222,"803-029"
